determined_at,type,special_key,target.target_id,target.target_type,shift_key,masked_key,gid,meta_key,time_diff
44987,KEY_DOWN,,c95df021-3514-4be4-91c7-638c432497b2,email,,345.0,11735094,,112.0
45074,KEY_DOWN,,c95df021-3514-4be4-91c7-638c432497b2,email,,616.0,11735094,,87.0
45168,KEY_DOWN,,c95df021-3514-4be4-91c7-638c432497b2,email,,7760.0,11735094,,94.0
45366,KEY_DOWN,,c95df021-3514-4be4-91c7-638c432497b2,email,,7903.0,11735094,,198.0
45703,KEY_DOWN,,c95df021-3514-4be4-91c7-638c432497b2,email,,70.0,11735094,,337.0
45883,KEY_DOWN,,c95df021-3514-4be4-91c7-638c432497b2,email,,1139.0,11735094,,180.0
46047,KEY_DOWN,,c95df021-3514-4be4-91c7-638c432497b2,email,,83.0,11735094,,164.0
46133,KEY_DOWN,,c95df021-3514-4be4-91c7-638c432497b2,email,,109.0,11735094,,86.0
46211,KEY_DOWN,,c95df021-3514-4be4-91c7-638c432497b2,email,,616.0,11735094,,78.0
46342,KEY_DOWN,Tab,c95df021-3514-4be4-91c7-638c432497b2,email,,,11735094,,131.0
46841,KEY_DOWN,Shift,b30814bb-791a-4c20-8842-66fff3c14097,password,True,,11735094,,499.0
46962,KEY_DOWN,,b30814bb-791a-4c20-8842-66fff3c14097,password,True,7735.0,11735094,,121.0
47094,KEY_DOWN,,b30814bb-791a-4c20-8842-66fff3c14097,password,,7860.0,11735094,,132.0
47283,KEY_DOWN,,b30814bb-791a-4c20-8842-66fff3c14097,password,,674.0,11735094,,189.0
47436,KEY_DOWN,,b30814bb-791a-4c20-8842-66fff3c14097,password,,674.0,11735094,,153.0
47555,KEY_DOWN,,b30814bb-791a-4c20-8842-66fff3c14097,password,,104.0,11735094,,119.0
47662,KEY_DOWN,,b30814bb-791a-4c20-8842-66fff3c14097,password,,1103.0,11735094,,107.0
47993,KEY_DOWN,,b30814bb-791a-4c20-8842-66fff3c14097,password,,1051.0,11735094,,331.0
48099,KEY_DOWN,,b30814bb-791a-4c20-8842-66fff3c14097,password,,76.0,11735094,,106.0
48175,KEY_DOWN,,b30814bb-791a-4c20-8842-66fff3c14097,password,,118.0,11735094,,76.0
48395,KEY_DOWN,Shift,b30814bb-791a-4c20-8842-66fff3c14097,password,True,,11735094,,220.0
48502,KEY_DOWN,,b30814bb-791a-4c20-8842-66fff3c14097,password,True,101.0,11735094,,107.0
49009,KEY_DOWN,Tab,b30814bb-791a-4c20-8842-66fff3c14097,password,,,11735094,,507.0
49238,KEY_DOWN,Enter,ba02af76-36ea-4d19-960f-5ea7e765253e,submit,,,11735094,,229.0
40544,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,7738.0,20396922,,
40738,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,399.0,20396922,,194.0
40798,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,262.0,20396922,,60.0
40883,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,394.0,20396922,,85.0
41102,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,260.0,20396922,,219.0
41333,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,113.0,20396922,,231.0
41494,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,97.0,20396922,,161.0
41582,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,1104.0,20396922,,88.0
41737,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,1152.0,20396922,,155.0
41811,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,1104.0,20396922,,74.0
42070,KEY_DOWN,Shift,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,True,,20396922,,259.0
42185,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,True,122.0,20396922,,115.0
42425,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,108.0,20396922,,240.0
42627,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,109.0,20396922,,202.0
42698,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,262.0,20396922,,71.0
42767,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,7724.0,20396922,,69.0
42966,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,76.0,20396922,,199.0
43035,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,121.0,20396922,,69.0
43522,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,108.0,20396922,,487.0
43888,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,113.0,20396922,,366.0
44003,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,1070.0,20396922,,115.0
44112,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,1104.0,20396922,,109.0
44208,KEY_DOWN,,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,7724.0,20396922,,96.0
44358,KEY_DOWN,Tab,57ff97d9-7eda-442d-9f2f-c434fd4815bd,email,,,20396922,,150.0
44691,KEY_DOWN,Shift,63a56529-ba2e-4fe6-97e7-6a41d5034f51,password,True,,20396922,,333.0
44762,KEY_DOWN,,63a56529-ba2e-4fe6-97e7-6a41d5034f51,password,True,116.0,20396922,,71.0
44914,KEY_DOWN,,63a56529-ba2e-4fe6-97e7-6a41d5034f51,password,,1129.0,20396922,,152.0
45166,KEY_DOWN,,63a56529-ba2e-4fe6-97e7-6a41d5034f51,password,,7692.0,20396922,,252.0
45329,KEY_DOWN,,63a56529-ba2e-4fe6-97e7-6a41d5034f51,password,,7692.0,20396922,,163.0
45365,KEY_DOWN,,63a56529-ba2e-4fe6-97e7-6a41d5034f51,password,,1060.0,20396922,,36.0
45447,KEY_DOWN,,63a56529-ba2e-4fe6-97e7-6a41d5034f51,password,,7914.0,20396922,,82.0
45739,KEY_DOWN,Shift,63a56529-ba2e-4fe6-97e7-6a41d5034f51,password,True,,20396922,,292.0
46516,KEY_DOWN,,63a56529-ba2e-4fe6-97e7-6a41d5034f51,password,,114.0,20396922,,777.0
46574,KEY_DOWN,,63a56529-ba2e-4fe6-97e7-6a41d5034f51,password,,1039.0,20396922,,58.0
46640,KEY_DOWN,,63a56529-ba2e-4fe6-97e7-6a41d5034f51,password,,7928.0,20396922,,66.0
46885,KEY_DOWN,Shift,63a56529-ba2e-4fe6-97e7-6a41d5034f51,password,True,,20396922,,245.0
47033,KEY_DOWN,,63a56529-ba2e-4fe6-97e7-6a41d5034f51,password,True,77.0,20396922,,148.0
30709,KEY_DOWN,,e62ddc3a-781b-4a74-b89e-91bb2f7899e0,email,,73.0,22348149,,
30823,KEY_DOWN,,e62ddc3a-781b-4a74-b89e-91bb2f7899e0,email,,106.0,22348149,,114.0
30923,KEY_DOWN,,e62ddc3a-781b-4a74-b89e-91bb2f7899e0,email,,80.0,22348149,,100.0
31013,KEY_DOWN,,e62ddc3a-781b-4a74-b89e-91bb2f7899e0,email,,7758.0,22348149,,90.0
31159,KEY_DOWN,Shift,e62ddc3a-781b-4a74-b89e-91bb2f7899e0,email,True,,22348149,,146.0
31215,KEY_DOWN,,e62ddc3a-781b-4a74-b89e-91bb2f7899e0,email,True,83.0,22348149,,56.0
32083,KEY_DOWN,,e62ddc3a-781b-4a74-b89e-91bb2f7899e0,email,,207.0,22348149,,868.0
32263,KEY_DOWN,,e62ddc3a-781b-4a74-b89e-91bb2f7899e0,email,,90.0,22348149,,180.0
32351,KEY_DOWN,,e62ddc3a-781b-4a74-b89e-91bb2f7899e0,email,,90.0,22348149,,88.0
32555,KEY_DOWN,,e62ddc3a-781b-4a74-b89e-91bb2f7899e0,email,,7758.0,22348149,,204.0
32937,KEY_DOWN,,e62ddc3a-781b-4a74-b89e-91bb2f7899e0,email,,289.0,22348149,,382.0
33006,KEY_DOWN,,e62ddc3a-781b-4a74-b89e-91bb2f7899e0,email,,110.0,22348149,,69.0
33096,KEY_DOWN,,e62ddc3a-781b-4a74-b89e-91bb2f7899e0,email,,7758.0,22348149,,90.0
33545,KEY_DOWN,,e62ddc3a-781b-4a74-b89e-91bb2f7899e0,email,,289.0,22348149,,449.0
33593,KEY_DOWN,,e62ddc3a-781b-4a74-b89e-91bb2f7899e0,email,,110.0,22348149,,48.0
33713,KEY_DOWN,,e62ddc3a-781b-4a74-b89e-91bb2f7899e0,email,,339.0,22348149,,120.0
34062,KEY_DOWN,,e62ddc3a-781b-4a74-b89e-91bb2f7899e0,email,,1110.0,22348149,,349.0
34097,KEY_DOWN,,e62ddc3a-781b-4a74-b89e-91bb2f7899e0,email,,90.0,22348149,,35.0
34309,KEY_DOWN,Tab,e62ddc3a-781b-4a74-b89e-91bb2f7899e0,email,,,22348149,,212.0
34670,KEY_DOWN,Shift,16cdbd55-ebaf-4ce7-9ca5-40e9f5a79dbc,password,True,,22348149,,361.0
34963,KEY_DOWN,,16cdbd55-ebaf-4ce7-9ca5-40e9f5a79dbc,password,True,1079.0,22348149,,293.0
35119,KEY_DOWN,,16cdbd55-ebaf-4ce7-9ca5-40e9f5a79dbc,password,,78.0,22348149,,156.0
35324,KEY_DOWN,,16cdbd55-ebaf-4ce7-9ca5-40e9f5a79dbc,password,,371.0,22348149,,205.0
35446,KEY_DOWN,,16cdbd55-ebaf-4ce7-9ca5-40e9f5a79dbc,password,,371.0,22348149,,122.0
35614,KEY_DOWN,,16cdbd55-ebaf-4ce7-9ca5-40e9f5a79dbc,password,,1138.0,22348149,,168.0
35717,KEY_DOWN,,16cdbd55-ebaf-4ce7-9ca5-40e9f5a79dbc,password,,113.0,22348149,,103.0
35976,KEY_DOWN,,16cdbd55-ebaf-4ce7-9ca5-40e9f5a79dbc,password,,71.0,22348149,,259.0
36019,KEY_DOWN,,16cdbd55-ebaf-4ce7-9ca5-40e9f5a79dbc,password,,234.0,22348149,,43.0
36088,KEY_DOWN,,16cdbd55-ebaf-4ce7-9ca5-40e9f5a79dbc,password,,193.0,22348149,,69.0
36448,KEY_DOWN,Shift,16cdbd55-ebaf-4ce7-9ca5-40e9f5a79dbc,password,True,,22348149,,360.0
36627,KEY_DOWN,,16cdbd55-ebaf-4ce7-9ca5-40e9f5a79dbc,password,True,7741.0,22348149,,179.0
37324,KEY_DOWN,Enter,16cdbd55-ebaf-4ce7-9ca5-40e9f5a79dbc,password,,,22348149,,697.0
30002,KEY_DOWN,,e7054569-a45c-4609-be7c-54bcecb9bf06,email,,7737.0,24186470,,
30063,KEY_DOWN,,e7054569-a45c-4609-be7c-54bcecb9bf06,email,,86.0,24186470,,61.0
30118,KEY_DOWN,,e7054569-a45c-4609-be7c-54bcecb9bf06,email,,83.0,24186470,,55.0
30288,KEY_DOWN,,e7054569-a45c-4609-be7c-54bcecb9bf06,email,,83.0,24186470,,170.0
30342,KEY_DOWN,,e7054569-a45c-4609-be7c-54bcecb9bf06,email,,80.0,24186470,,54.0
31127,KEY_DOWN,Shift,e7054569-a45c-4609-be7c-54bcecb9bf06,email,True,,24186470,,785.0
31229,KEY_DOWN,,e7054569-a45c-4609-be7c-54bcecb9bf06,email,True,1135.0,24186470,,102.0
31546,KEY_DOWN,,e7054569-a45c-4609-be7c-54bcecb9bf06,email,,1107.0,24186470,,317.0
31657,KEY_DOWN,,e7054569-a45c-4609-be7c-54bcecb9bf06,email,,110.0,24186470,,111.0
31852,KEY_DOWN,,e7054569-a45c-4609-be7c-54bcecb9bf06,email,,110.0,24186470,,195.0
31907,KEY_DOWN,,e7054569-a45c-4609-be7c-54bcecb9bf06,email,,85.0,24186470,,55.0
31981,KEY_DOWN,,e7054569-a45c-4609-be7c-54bcecb9bf06,email,,1139.0,24186470,,74.0
32043,KEY_DOWN,,e7054569-a45c-4609-be7c-54bcecb9bf06,email,,86.0,24186470,,62.0
32154,KEY_DOWN,,e7054569-a45c-4609-be7c-54bcecb9bf06,email,,85.0,24186470,,111.0
32254,KEY_DOWN,,e7054569-a45c-4609-be7c-54bcecb9bf06,email,,1139.0,24186470,,100.0
32301,KEY_DOWN,,e7054569-a45c-4609-be7c-54bcecb9bf06,email,,86.0,24186470,,47.0
32419,KEY_DOWN,,e7054569-a45c-4609-be7c-54bcecb9bf06,email,,119.0,24186470,,118.0
32611,KEY_DOWN,,e7054569-a45c-4609-be7c-54bcecb9bf06,email,,101.0,24186470,,192.0
32666,KEY_DOWN,,e7054569-a45c-4609-be7c-54bcecb9bf06,email,,110.0,24186470,,55.0
32807,KEY_DOWN,Tab,e7054569-a45c-4609-be7c-54bcecb9bf06,email,,,24186470,,141.0
33386,KEY_DOWN,Shift,32b679d0-772d-48c7-96cb-18a5361fec41,password,True,,24186470,,579.0
33488,KEY_DOWN,,32b679d0-772d-48c7-96cb-18a5361fec41,password,True,73.0,24186470,,102.0
33652,KEY_DOWN,,32b679d0-772d-48c7-96cb-18a5361fec41,password,,71.0,24186470,,164.0
33843,KEY_DOWN,,32b679d0-772d-48c7-96cb-18a5361fec41,password,,611.0,24186470,,191.0
33990,KEY_DOWN,,32b679d0-772d-48c7-96cb-18a5361fec41,password,,611.0,24186470,,147.0
34074,KEY_DOWN,,32b679d0-772d-48c7-96cb-18a5361fec41,password,,1015.0,24186470,,84.0
34189,KEY_DOWN,,32b679d0-772d-48c7-96cb-18a5361fec41,password,,1107.0,24186470,,115.0
34415,KEY_DOWN,,32b679d0-772d-48c7-96cb-18a5361fec41,password,,1153.0,24186470,,226.0
34533,KEY_DOWN,,32b679d0-772d-48c7-96cb-18a5361fec41,password,,605.0,24186470,,118.0
34630,KEY_DOWN,,32b679d0-772d-48c7-96cb-18a5361fec41,password,,7882.0,24186470,,97.0
34890,KEY_DOWN,Shift,32b679d0-772d-48c7-96cb-18a5361fec41,password,True,,24186470,,260.0
35003,KEY_DOWN,,32b679d0-772d-48c7-96cb-18a5361fec41,password,True,99.0,24186470,,113.0
59180,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,87.0,24850428,,
59420,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,105.0,24850428,,240.0
59548,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,7783.0,24850428,,128.0
59716,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,65.0,24850428,,168.0
59852,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,1090.0,24850428,,136.0
59980,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,407.0,24850428,,128.0
60148,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,65.0,24850428,,168.0
61644,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,80.0,24850428,,1496.0
61996,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,87.0,24850428,,352.0
62180,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,76.0,24850428,,184.0
62308,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,105.0,24850428,,128.0
62444,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,77.0,24850428,,136.0
62572,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,67.0,24850428,,128.0
62852,KEY_DOWN,Shift,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,True,,24850428,,280.0
62972,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,True,1137.0,24850428,,120.0
63468,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,67.0,24850428,,496.0
63708,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,71.0,24850428,,240.0
63908,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,7783.0,24850428,,200.0
64092,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,1088.0,24850428,,184.0
64292,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,1013.0,24850428,,200.0
64368,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,106.0,24850428,,76.0
64444,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,67.0,24850428,,76.0
64600,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,80.0,24850428,,156.0
64756,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,121.0,24850428,,156.0
64892,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,407.0,24850428,,136.0
64956,KEY_DOWN,,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,1088.0,24850428,,64.0
65236,KEY_DOWN,Tab,47b2c41a-ffd6-4a19-93f8-7969255e139d,email,,,24850428,,280.0
65844,KEY_DOWN,Shift,1e3a09c2-28a0-4538-849f-0d0efb7b16bf,password,True,,24850428,,608.0
66036,KEY_DOWN,,1e3a09c2-28a0-4538-849f-0d0efb7b16bf,password,True,285.0,24850428,,192.0
66144,KEY_DOWN,,1e3a09c2-28a0-4538-849f-0d0efb7b16bf,password,,683.0,24850428,,108.0
66340,KEY_DOWN,,1e3a09c2-28a0-4538-849f-0d0efb7b16bf,password,,7767.0,24850428,,196.0
66476,KEY_DOWN,,1e3a09c2-28a0-4538-849f-0d0efb7b16bf,password,,7767.0,24850428,,136.0
66540,KEY_DOWN,,1e3a09c2-28a0-4538-849f-0d0efb7b16bf,password,,1144.0,24850428,,64.0
66644,KEY_DOWN,,1e3a09c2-28a0-4538-849f-0d0efb7b16bf,password,,1053.0,24850428,,104.0
67004,KEY_DOWN,,1e3a09c2-28a0-4538-849f-0d0efb7b16bf,password,,249.0,24850428,,360.0
67068,KEY_DOWN,,1e3a09c2-28a0-4538-849f-0d0efb7b16bf,password,,122.0,24850428,,64.0
67168,KEY_DOWN,,1e3a09c2-28a0-4538-849f-0d0efb7b16bf,password,,1140.0,24850428,,100.0
67396,KEY_DOWN,Shift,1e3a09c2-28a0-4538-849f-0d0efb7b16bf,password,True,,24850428,,228.0
67524,KEY_DOWN,,1e3a09c2-28a0-4538-849f-0d0efb7b16bf,password,True,87.0,24850428,,128.0
33628,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,65.0,26151014,,
33795,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,1132.0,26151014,,167.0
33904,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,1008.0,26151014,,109.0
34055,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,1054.0,26151014,,151.0
34232,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,349.0,26151014,,177.0
34350,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,65.0,26151014,,118.0
34598,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,1104.0,26151014,,248.0
34972,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,85.0,26151014,,374.0
35133,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,349.0,26151014,,161.0
35581,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,1132.0,26151014,,448.0
35919,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,108.0,26151014,,338.0
36135,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,85.0,26151014,,216.0
36264,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,7929.0,26151014,,129.0
36433,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,80.0,26151014,,169.0
36597,KEY_DOWN,Shift,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,True,,26151014,,164.0
37449,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,True,7802.0,26151014,,852.0
37772,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,1008.0,26151014,,323.0
37925,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,7900.0,26151014,,153.0
37996,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,65.0,26151014,,71.0
38122,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,1132.0,26151014,,126.0
38313,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,108.0,26151014,,191.0
38389,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,1054.0,26151014,,76.0
38526,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,1008.0,26151014,,137.0
38843,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,1104.0,26151014,,317.0
38958,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,268.0,26151014,,115.0
39051,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,7929.0,26151014,,93.0
39146,KEY_DOWN,,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,1132.0,26151014,,95.0
39640,KEY_DOWN,Tab,9182d2af-1ebd-4ea5-a394-5d4ca696aa74,email,,,26151014,,494.0
45431,KEY_DOWN,Shift,71b8fdf8-8208-4dbb-bd89-45743280df40,password,True,,26151014,,5791.0
45535,KEY_DOWN,,71b8fdf8-8208-4dbb-bd89-45743280df40,password,True,106.0,26151014,,104.0
45754,KEY_DOWN,,71b8fdf8-8208-4dbb-bd89-45743280df40,password,,7787.0,26151014,,219.0
46006,KEY_DOWN,,71b8fdf8-8208-4dbb-bd89-45743280df40,password,,88.0,26151014,,252.0
46170,KEY_DOWN,,71b8fdf8-8208-4dbb-bd89-45743280df40,password,,88.0,26151014,,164.0
46427,KEY_DOWN,,71b8fdf8-8208-4dbb-bd89-45743280df40,password,,1074.0,26151014,,257.0
46501,KEY_DOWN,,71b8fdf8-8208-4dbb-bd89-45743280df40,password,,87.0,26151014,,74.0
46752,KEY_DOWN,,71b8fdf8-8208-4dbb-bd89-45743280df40,password,,120.0,26151014,,251.0
46825,KEY_DOWN,,71b8fdf8-8208-4dbb-bd89-45743280df40,password,,1107.0,26151014,,73.0
46891,KEY_DOWN,,71b8fdf8-8208-4dbb-bd89-45743280df40,password,,70.0,26151014,,66.0
47104,KEY_DOWN,Shift,71b8fdf8-8208-4dbb-bd89-45743280df40,password,True,,26151014,,213.0
47252,KEY_DOWN,,71b8fdf8-8208-4dbb-bd89-45743280df40,password,True,75.0,26151014,,148.0
47732,KEY_DOWN,,ea1817f9-fe91-4a8a-b95f-fbe48ec2a021,email,,106.0,27822106,,
47779,KEY_DOWN,,ea1817f9-fe91-4a8a-b95f-fbe48ec2a021,email,,80.0,27822106,,47.0
47855,KEY_DOWN,,ea1817f9-fe91-4a8a-b95f-fbe48ec2a021,email,,105.0,27822106,,76.0
47979,KEY_DOWN,,ea1817f9-fe91-4a8a-b95f-fbe48ec2a021,email,,7805.0,27822106,,124.0
48080,KEY_DOWN,Shift,ea1817f9-fe91-4a8a-b95f-fbe48ec2a021,email,True,,27822106,,101.0
48137,KEY_DOWN,,ea1817f9-fe91-4a8a-b95f-fbe48ec2a021,email,True,7906.0,27822106,,57.0
48566,KEY_DOWN,,ea1817f9-fe91-4a8a-b95f-fbe48ec2a021,email,,7929.0,27822106,,429.0
50206,KEY_DOWN,,ea1817f9-fe91-4a8a-b95f-fbe48ec2a021,email,,98.0,27822106,,1640.0
50308,KEY_DOWN,,ea1817f9-fe91-4a8a-b95f-fbe48ec2a021,email,,98.0,27822106,,102.0
50420,KEY_DOWN,,ea1817f9-fe91-4a8a-b95f-fbe48ec2a021,email,,7805.0,27822106,,112.0
50533,KEY_DOWN,,ea1817f9-fe91-4a8a-b95f-fbe48ec2a021,email,,7780.0,27822106,,113.0
50623,KEY_DOWN,,ea1817f9-fe91-4a8a-b95f-fbe48ec2a021,email,,472.0,27822106,,90.0
50769,KEY_DOWN,,ea1817f9-fe91-4a8a-b95f-fbe48ec2a021,email,,7805.0,27822106,,146.0
51017,KEY_DOWN,,ea1817f9-fe91-4a8a-b95f-fbe48ec2a021,email,,7780.0,27822106,,248.0
51029,KEY_DOWN,,ea1817f9-fe91-4a8a-b95f-fbe48ec2a021,email,,472.0,27822106,,12.0
51714,KEY_DOWN,,ea1817f9-fe91-4a8a-b95f-fbe48ec2a021,email,,501.0,27822106,,685.0
51939,KEY_DOWN,,ea1817f9-fe91-4a8a-b95f-fbe48ec2a021,email,,1062.0,27822106,,225.0
51973,KEY_DOWN,,ea1817f9-fe91-4a8a-b95f-fbe48ec2a021,email,,98.0,27822106,,34.0
52130,KEY_DOWN,Tab,ea1817f9-fe91-4a8a-b95f-fbe48ec2a021,email,,,27822106,,157.0
53214,KEY_DOWN,Shift,336067d6-eaf0-49b1-a0f9-7098c37ad714,password,True,,27822106,,1084.0
53335,KEY_DOWN,,336067d6-eaf0-49b1-a0f9-7098c37ad714,password,True,109.0,27822106,,121.0
53447,KEY_DOWN,,336067d6-eaf0-49b1-a0f9-7098c37ad714,password,,120.0,27822106,,112.0
53604,KEY_DOWN,,336067d6-eaf0-49b1-a0f9-7098c37ad714,password,,107.0,27822106,,157.0
53751,KEY_DOWN,,336067d6-eaf0-49b1-a0f9-7098c37ad714,password,,107.0,27822106,,147.0
53829,KEY_DOWN,,336067d6-eaf0-49b1-a0f9-7098c37ad714,password,,311.0,27822106,,78.0
53908,KEY_DOWN,,336067d6-eaf0-49b1-a0f9-7098c37ad714,password,,72.0,27822106,,79.0
54099,KEY_DOWN,,336067d6-eaf0-49b1-a0f9-7098c37ad714,password,,1103.0,27822106,,191.0
54133,KEY_DOWN,,336067d6-eaf0-49b1-a0f9-7098c37ad714,password,,307.0,27822106,,34.0
54189,KEY_DOWN,,336067d6-eaf0-49b1-a0f9-7098c37ad714,password,,7687.0,27822106,,56.0
54527,KEY_DOWN,Shift,336067d6-eaf0-49b1-a0f9-7098c37ad714,password,True,,27822106,,338.0
54664,KEY_DOWN,,336067d6-eaf0-49b1-a0f9-7098c37ad714,password,True,1142.0,27822106,,137.0
55090,KEY_DOWN,Enter,336067d6-eaf0-49b1-a0f9-7098c37ad714,password,,,27822106,,426.0
26989,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,76.0,31320854,,
27432,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,1023.0,31320854,,443.0
27792,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,76.0,31320854,,360.0
29333,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,1073.0,31320854,,1541.0
30464,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,1011.0,31320854,,1131.0
30972,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,76.0,31320854,,508.0
32186,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,75.0,31320854,,1214.0
